idcredito,target,duracao,valor,cd_tempo_parcelamento,tempo_parcelamento,cd_residencia_desde,residencia_desde,idade,cd_emprestimo_existente,emprestimo_existente,dependentes,socio_empresa,cd_estrangeiro,estrangeiro,historico_credito,proposito,cd_investimentos,faixa_investimento,cd_emprego,faixa_tempo_emprego,estado_civil,possui_fiador,habitacao,outros_financiamentos,qualificacao_profissional
648,0,12,1386,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,26,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,3,500<=X<1000,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
649,0,24,947,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,38,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,de graca,banco,qualificado
651,1,48,7476,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,50,1,Nenhum,1,1,0,Não,existentes/pagos,educacao,2,<100,4,4<=X<7,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
652,0,12,1922,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,37,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
653,0,24,2303,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,45,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Viuvo,co requerente,proria,nenhum,qualificado
654,0,36,8086,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,42,4,Alto (5 ou mais empréstimos),1,1,0,Não,Atrasos anteriores,veiculo novo,5,100<=X<500,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
655,1,24,2346,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,35,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
656,1,14,3973,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,22,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,5,Desempregado,Viuvo,nao,de graca,nenhum,qualificado
657,0,12,888,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,41,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,banco,nao qualificado
658,1,48,10222,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,37,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,loja,qualificado
659,1,30,4221,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,28,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,abrir negocio,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
660,1,18,6361,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,41,1,Nenhum,1,1,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
661,1,12,1297,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,23,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Divorciado,nao,alugada,nenhum,qualificado
662,0,12,900,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,23,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
663,1,21,2241,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,50,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
664,1,6,1050,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,35,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,moveis,2,<100,5,Desempregado,Viuvo,nao,proria,loja,altamente qualificado/empresario
665,1,6,1047,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,50,1,Nenhum,1,0,0,Não,Critico-outros creditos,educacao,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
666,1,24,6314,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,outros,2,<100,5,Desempregado,Viuvo,co requerente,proria,banco,altamente qualificado/empresario
667,1,30,3496,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,34,1,Nenhum,2,1,0,Não,todos pagos,moveis,4,>=1000,3,1<=X<4,Viuvo,nao,proria,loja,qualificado
668,1,48,3609,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,27,1,Nenhum,1,0,0,Não,todos pagos,abrir negocio,2,<100,3,1<=X<4,Solteiro,nao,proria,loja,qualificado
669,0,12,4843,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,43,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,co requerente,alugada,nenhum,qualificado
670,1,30,3017,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,47,1,Nenhum,1,0,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
671,1,24,4139,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,27,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,abrir negocio,5,100<=X<500,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
672,1,36,5742,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,31,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,abrir negocio,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
673,1,60,10366,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,42,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
674,1,6,2080,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,24,1,Nenhum,1,0,0,Não,Critico-outros creditos,veiculo novo,3,500<=X<1000,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
675,0,21,2580,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,41,1,Nenhum,2,0,0,Não,Atrasos anteriores,abrir negocio,3,500<=X<1000,1,<1,Viuvo,nao,proria,banco,nao qualificado
677,1,24,5150,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,33,1,Nenhum,1,1,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
678,0,72,5595,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,24,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,5,100<=X<500,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
679,1,24,2384,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,64,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Viuvo,nao,alugada,banco,nao qualificado
680,1,18,1453,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,26,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
681,1,6,1538,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,56,1,Nenhum,1,0,0,Não,existentes/pagos,educacao,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
682,1,12,2279,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,37,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
683,1,15,1478,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,33,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,reforma,2,<100,3,1<=X<4,Divorciado,nao,proria,banco,qualificado
684,1,24,5103,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,47,3,Médio (3-4 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,1,<1,Divorciado,nao,de graca,nenhum,qualificado
685,1,36,9857,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,31,2,Baixo (1-2 empréstimos),2,1,0,Não,Atrasos anteriores,abrir negocio,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
686,1,60,6527,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,34,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
687,1,10,1347,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
688,1,36,2862,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,30,1,Nenhum,1,0,0,Não,Atrasos anteriores,veiculo novo,5,100<=X<500,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
689,1,9,2753,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,35,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,5,100<=X<500,2,>=7,Viuvo,co requerente,proria,nenhum,qualificado
690,1,12,3651,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,31,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo novo,4,>=1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
691,1,15,975,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,25,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,3,1<=X<4,Casado,nao,proria,nenhum,qualificado
692,1,15,2631,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,25,1,Nenhum,1,0,0,Não,existentes/pagos,reforma casa,5,100<=X<500,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
693,1,24,2896,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,29,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,5,100<=X<500,1,<1,Viuvo,nao,proria,nenhum,qualificado
694,1,6,4716,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,44,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,1,Desconhecido,1,<1,Viuvo,nao,proria,nenhum,nao qualificado
695,1,24,2284,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,28,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
696,1,6,1236,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,50,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo usado,3,500<=X<1000,3,1<=X<4,Viuvo,nao,alugada,nenhum,qualificado
697,1,12,1103,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,29,2,Baixo (1-2 empréstimos),1,0,1,Sim,existentes/pagos,reforma,2,<100,4,4<=X<7,Viuvo,sim,proria,nenhum,qualificado
698,1,12,926,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,38,1,Nenhum,1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,5,Desempregado,Solteiro,nao,proria,nenhum,desempregado
699,1,18,1800,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,24,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
700,1,15,1905,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,40,1,Nenhum,1,1,0,Não,existentes/pagos,educacao,2,<100,2,>=7,Viuvo,nao,alugada,nenhum,altamente qualificado/empresario
676,1,30,4530,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,26,1,Nenhum,1,1,0,Não,,reforma,2,<100,4,4<=X<7,Solteiro,nao,alugada,nenhum,altamente qualificado/empresario
701,0,12,1123,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,29,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,3,500<=X<1000,3,1<=X<4,Solteiro,nao,alugada,nenhum,nao qualificado
702,0,48,6331,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,46,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
703,1,24,1377,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,47,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,5,100<=X<500,2,>=7,Solteiro,nao,de graca,nenhum,qualificado
704,1,30,2503,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,41,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,abrir negocio,5,100<=X<500,2,>=7,Viuvo,nao,proria,loja,qualificado
705,1,27,2528,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,32,1,Nenhum,2,1,0,Não,existentes/pagos,abrir negocio,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
706,1,15,5324,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,35,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,3,500<=X<1000,2,>=7,Solteiro,nao,de graca,nenhum,qualificado
707,0,48,6560,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,24,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
708,0,12,2969,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,25,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,moveis,2,<100,1,<1,Solteiro,nao,alugada,nenhum,qualificado
709,1,9,1206,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,25,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Solteiro,nao,proria,nenhum,qualificado
710,1,9,2118,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,37,1,Nenhum,2,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
711,1,18,629,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,32,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,3,500<=X<1000,2,>=7,Viuvo,nao,proria,banco,altamente qualificado/empresario
712,0,6,1198,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,35,1,Nenhum,1,0,0,Não,todos pagos,educacao,2,<100,2,>=7,Solteiro,nao,de graca,nenhum,qualificado
713,1,21,2476,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,46,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
714,1,9,1138,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,25,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
715,0,60,14027,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,27,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
716,1,30,7596,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,63,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
717,1,30,3077,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,40,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
718,1,18,1505,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,32,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
719,1,24,3148,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,31,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
720,1,20,6148,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,31,2,Baixo (1-2 empréstimos),1,1,0,Não,sem creditos/todos pagos,veiculo usado,5,100<=X<500,2,>=7,Divorciado,nao,proria,banco,qualificado
721,0,9,1337,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,34,2,Baixo (1-2 empréstimos),1,1,0,Não,sem creditos/todos pagos,reforma,2,<100,1,<1,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
722,0,6,433,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,24,1,Nenhum,2,0,0,Não,todos pagos,educacao,4,>=1000,1,<1,Solteiro,nao,alugada,banco,qualificado
723,0,12,1228,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,24,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
724,1,9,790,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,66,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,3,500<=X<1000,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
725,0,27,2570,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,21,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
726,1,6,250,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,41,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,4,>=1000,3,1<=X<4,Solteiro,nao,proria,banco,nao qualificado
727,1,15,1316,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,47,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,3,500<=X<1000,3,1<=X<4,Divorciado,nao,proria,nenhum,nao qualificado
728,0,18,1882,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,25,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,nao,alugada,banco,qualificado
729,0,48,6416,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,59,1,Nenhum,1,0,0,Não,todos pagos,abrir negocio,2,<100,2,>=7,Solteiro,nao,alugada,nenhum,qualificado
730,1,24,1275,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,36,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,abrir negocio,4,>=1000,3,1<=X<4,Casado,nao,proria,nenhum,qualificado
731,1,24,6403,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,33,1,Nenhum,1,0,0,Não,Atrasos anteriores,reforma,2,<100,1,<1,Viuvo,nao,proria,nenhum,qualificado
732,0,24,1987,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,21,1,Nenhum,2,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,alugada,nenhum,nao qualificado
733,1,8,760,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,44,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Solteiro,sim,proria,nenhum,nao qualificado
734,1,24,2603,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,28,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,4,>=1000,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
735,1,4,3380,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,37,1,Nenhum,2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
736,1,36,3990,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,29,1,Nenhum,1,0,0,Não,todos pagos,quitar divida,1,Desconhecido,1,<1,Solteiro,nao,proria,banco,desempregado
737,0,24,11560,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,23,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,veiculo usado,2,<100,3,1<=X<4,Solteiro,nao,alugada,nenhum,altamente qualificado/empresario
738,1,18,4380,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,35,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo novo,5,100<=X<500,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
739,1,6,6761,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,45,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
740,0,30,4280,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,26,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,abrir negocio,5,100<=X<500,3,1<=X<4,Solteiro,nao,alugada,nenhum,nao qualificado
741,1,24,2325,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,32,1,Nenhum,1,0,0,Não,todos pagos,veiculo novo,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
742,1,10,1048,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,23,1,Nenhum,1,0,0,Não,todos pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,loja,nao qualificado
743,1,21,3160,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,41,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
744,1,24,2483,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,22,1,Nenhum,1,1,0,Não,todos pagos,moveis,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,loja,qualificado
746,1,13,1797,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,28,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,abrir negocio,2,<100,1,<1,Viuvo,nao,proria,banco,nao qualificado
747,1,15,2511,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,23,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,5,Desempregado,Solteiro,nao,alugada,nenhum,qualificado
748,0,12,1274,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,37,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Solteiro,nao,proria,nenhum,nao qualificado
749,1,21,5248,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,26,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
751,1,6,428,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,49,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Solteiro,nao,proria,banco,qualificado
752,0,18,976,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,23,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Solteiro,nao,proria,nenhum,nao qualificado
753,1,12,841,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,23,1,Nenhum,1,0,0,Não,existentes/pagos,abrir negocio,5,100<=X<500,4,4<=X<7,Solteiro,nao,alugada,nenhum,nao qualificado
754,1,30,5771,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,25,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
755,0,12,1555,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,55,2,Baixo (1-2 empréstimos),2,0,0,Não,Atrasos anteriores,reforma casa,4,>=1000,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
756,0,24,1285,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,32,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,4,4<=X<7,Solteiro,nao,alugada,nenhum,qualificado
757,1,6,1299,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,74,3,Médio (3-4 empréstimos),2,0,1,Sim,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,desempregado
758,0,15,1271,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,39,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,1,Desconhecido,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
759,1,24,1393,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,31,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Viuvo,sim,proria,nenhum,qualificado
760,0,12,691,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,35,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
